Year,Location,Vegetable_Type,Missing_Cells
2022,Kurunegala,SWEET POTATOES,1
2022,Kurunegala,TOMATOES,0
2022,Mannar,ASH PLANTAINS,0
2022,Mannar,BEETROOT,1
2022,Mannar,BITTER GOURD,8
2022,Mannar,BRINJALS,0
2022,Mannar,CABBAGE,0
2022,Mannar,CAPSICUM,1
2022,Mannar,CARROT,0
2022,Mannar,CUCUMBER,38
2022,Mannar,DRUMSTIC,25
2022,Mannar,GOTUKOLA,0
2022,Mannar,GREEN BEANS,8
2022,Mannar,GREEN CHILLIES,0
2022,Mannar,KANKUN,0
2022,Mannar,KNOL-KHOL,47
2022,Mannar,LADIES FINGERS,1
2022,Mannar,LEEKS,0
2022,Mannar,LIME,0
2022,Mannar,LONG BEANS,1
2022,Mannar,LUFFA,48
2022,Mannar,MANIOC,1
2022,Mannar,MUKUNUWENNA,0
2022,Mannar,PUMPKIN,2
2022,Mannar,RADDISH,1
2022,Mannar,SNAKE GOURD,4
2022,Mannar,SWEET POTATOES,35
2022,Mannar,TOMATOES,0
2022,Matale,ASH PLANTAINS,28
2022,Matale,BEETROOT,33
2022,Matale,BITTER GOURD,28
2022,Matale,BRINJALS,28
2022,Matale,CABBAGE,28
2022,Matale,CAPSICUM,28
2022,Matale,CARROT,28
2022,Matale,CUCUMBER,28
2022,Matale,DRUMSTIC,32
2022,Matale,GOTUKOLA,28
2022,Matale,GREEN BEANS,28
2022,Matale,GREEN CHILLIES,28
2022,Matale,KANKUN,28
2022,Matale,KNOL-KHOL,28
2022,Matale,LADIES FINGERS,28
2022,Matale,LEEKS,28
2022,Matale,LIME,28
2022,Matale,LONG BEANS,28
2022,Matale,LUFFA,28
2022,Matale,MANIOC,28
2022,Matale,MUKUNUWENNA,28
2022,Matale,PUMPKIN,28
2022,Matale,RADDISH,28
2022,Matale,SNAKE GOURD,28
2022,Matale,SWEET POTATOES,28
2022,Matale,TOMATOES,28
2022,Mathara,ASH PLANTAINS,0
2022,Mathara,BEETROOT,5
2022,Mathara,BITTER GOURD,1
2022,Mathara,BRINJALS,0
2022,Mathara,CABBAGE,0
2022,Mathara,CAPSICUM,0
2022,Mathara,CARROT,0
2022,Mathara,CUCUMBER,0
2022,Mathara,DRUMSTIC,35
2022,Mathara,GOTUKOLA,0
2022,Mathara,GREEN BEANS,2
2022,Mathara,GREEN CHILLIES,0
2022,Mathara,KANKUN,0
2022,Mathara,KNOL-KHOL,29
2022,Mathara,LADIES FINGERS,0
2022,Mathara,LEEKS,0
2022,Mathara,LIME,0
2022,Mathara,LONG BEANS,0
2022,Mathara,LUFFA,1
2022,Mathara,MANIOC,0
2022,Mathara,MUKUNUWENNA,0
2022,Mathara,PUMPKIN,0
2022,Mathara,RADDISH,0
2022,Mathara,SNAKE GOURD,1
2022,Mathara,SWEET POTATOES,1
2022,Mathara,TOMATOES,1
2022,Meegoda,ASH PLANTAINS,1
2022,Meegoda,BEETROOT,1
2022,Meegoda,BITTER GOURD,1
2022,Meegoda,BRINJALS,1
2022,Meegoda,CABBAGE,1
2022,Meegoda,CAPSICUM,1
2022,Meegoda,CARROT,1
2022,Meegoda,CUCUMBER,1
2022,Meegoda,DRUMSTIC,27
2022,Meegoda,GOTUKOLA,1
2022,Meegoda,GREEN BEANS,1
2022,Meegoda,GREEN CHILLIES,1
2022,Meegoda,KANKUN,1
2022,Meegoda,KNOL-KHOL,7
2022,Meegoda,LADIES FINGERS,1
2022,Meegoda,LEEKS,1
2022,Meegoda,LIME,1
2022,Meegoda,LONG BEANS,1
2022,Meegoda,LUFFA,1
2022,Meegoda,MANIOC,1
2022,Meegoda,MUKUNUWENNA,1
2022,Meegoda,PUMPKIN,1
2022,Meegoda,RADDISH,1
2022,Meegoda,SNAKE GOURD,1
2022,Meegoda,SWEET POTATOES,1
2022,Meegoda,TOMATOES,1
2022,Monaragala,ASH PLANTAINS,7
2022,Monaragala,BEETROOT,8
2022,Monaragala,BITTER GOURD,7
2022,Monaragala,BRINJALS,7
2022,Monaragala,CABBAGE,7
2022,Monaragala,CAPSICUM,7
2022,Monaragala,CARROT,9
2022,Monaragala,CUCUMBER,7
2022,Monaragala,DRUMSTIC,29
2022,Monaragala,GOTUKOLA,7
2022,Monaragala,GREEN BEANS,7
2022,Monaragala,GREEN CHILLIES,7
2022,Monaragala,KANKUN,7
2022,Monaragala,KNOL-KHOL,50
2022,Monaragala,LADIES FINGERS,7
2022,Monaragala,LEEKS,7
2022,Monaragala,LIME,7
2022,Monaragala,LONG BEANS,7
2022,Monaragala,LUFFA,7
2022,Monaragala,MANIOC,50
2022,Monaragala,MUKUNUWENNA,7
2022,Monaragala,PUMPKIN,7
2022,Monaragala,RADDISH,11
2022,Monaragala,SNAKE GOURD,7
2022,Monaragala,SWEET POTATOES,28
2022,Monaragala,TOMATOES,7
2022,Mullaitive,ASH PLANTAINS,2
2022,Mullaitive,BEETROOT,9
2022,Mullaitive,BITTER GOURD,7
2022,Mullaitive,BRINJALS,2
2022,Mullaitive,CABBAGE,2
2022,Mullaitive,CAPSICUM,6
2022,Mullaitive,CARROT,2
2022,Mullaitive,CUCUMBER,52
2022,Mullaitive,DRUMSTIC,41
2022,Mullaitive,GOTUKOLA,2
2022,Mullaitive,GREEN BEANS,7
2022,Mullaitive,GREEN CHILLIES,3
2022,Mullaitive,KANKUN,52
2022,Mullaitive,KNOL-KHOL,52
2022,Mullaitive,LADIES FINGERS,4
2022,Mullaitive,LEEKS,2
2022,Mullaitive,LIME,4
2022,Mullaitive,LONG BEANS,5
2022,Mullaitive,LUFFA,52
2022,Mullaitive,MANIOC,6
2022,Mullaitive,MUKUNUWENNA,3
2022,Mullaitive,PUMPKIN,3
2022,Mullaitive,RADDISH,37
2022,Mullaitive,SNAKE GOURD,8
2022,Mullaitive,SWEET POTATOES,35
2022,Mullaitive,TOMATOES,4
2022,Nikaweratiya,ASH PLANTAINS,7
2022,Nikaweratiya,BEETROOT,7
2022,Nikaweratiya,BITTER GOURD,7
2022,Nikaweratiya,BRINJALS,7
2022,Nikaweratiya,CABBAGE,7
2022,Nikaweratiya,CAPSICUM,7
2022,Nikaweratiya,CARROT,7
2022,Nikaweratiya,CUCUMBER,7
2022,Nikaweratiya,DRUMSTIC,32
2022,Nikaweratiya,GOTUKOLA,7
2022,Nikaweratiya,GREEN BEANS,7
2022,Nikaweratiya,GREEN CHILLIES,7
2022,Nikaweratiya,KANKUN,7
2022,Nikaweratiya,KNOL-KHOL,11
2022,Nikaweratiya,LADIES FINGERS,7
2022,Nikaweratiya,LEEKS,7
2022,Nikaweratiya,LIME,8
2022,Nikaweratiya,LONG BEANS,8
2022,Nikaweratiya,LUFFA,7
2022,Nikaweratiya,MANIOC,8
2022,Nikaweratiya,MUKUNUWENNA,7
2022,Nikaweratiya,PUMPKIN,7
2022,Nikaweratiya,RADDISH,7
2022,Nikaweratiya,SNAKE GOURD,7
2022,Nikaweratiya,SWEET POTATOES,7
2022,Nikaweratiya,TOMATOES,7
2022,Nuwaraeliya,ASH PLANTAINS,0
2022,Nuwaraeliya,BEETROOT,0
2022,Nuwaraeliya,BITTER GOURD,0
2022,Nuwaraeliya,BRINJALS,0
2022,Nuwaraeliya,CABBAGE,0
2022,Nuwaraeliya,CAPSICUM,0
2022,Nuwaraeliya,CARROT,0
2022,Nuwaraeliya,CUCUMBER,0
2022,Nuwaraeliya,DRUMSTIC,29
2022,Nuwaraeliya,GOTUKOLA,0
2022,Nuwaraeliya,GREEN BEANS,0
2022,Nuwaraeliya,GREEN CHILLIES,0
2022,Nuwaraeliya,KANKUN,0
2022,Nuwaraeliya,KNOL-KHOL,0
2022,Nuwaraeliya,LADIES FINGERS,0
2022,Nuwaraeliya,LEEKS,0
2022,Nuwaraeliya,LIME,0
2022,Nuwaraeliya,LONG BEANS,0
2022,Nuwaraeliya,LUFFA,0
2022,Nuwaraeliya,MANIOC,0
2022,Nuwaraeliya,MUKUNUWENNA,0
2022,Nuwaraeliya,PUMPKIN,0
2022,Nuwaraeliya,RADDISH,0
2022,Nuwaraeliya,SNAKE GOURD,0
2022,Nuwaraeliya,SWEET POTATOES,0
2022,Nuwaraeliya,TOMATOES,1
2022,Polonnaruwa,ASH PLANTAINS,0
2022,Polonnaruwa,BEETROOT,5
2022,Polonnaruwa,BITTER GOURD,3
2022,Polonnaruwa,BRINJALS,3
2022,Polonnaruwa,CABBAGE,3
2022,Polonnaruwa,CAPSICUM,1
2022,Polonnaruwa,CARROT,1
2022,Polonnaruwa,CUCUMBER,1
2022,Polonnaruwa,DRUMSTIC,33
2022,Polonnaruwa,GOTUKOLA,0
2022,Polonnaruwa,GREEN BEANS,0
2022,Polonnaruwa,GREEN CHILLIES,0
2022,Polonnaruwa,KANKUN,0
2022,Polonnaruwa,KNOL-KHOL,26
2022,Polonnaruwa,LADIES FINGERS,4
2022,Polonnaruwa,LEEKS,5
2022,Polonnaruwa,LIME,3
2022,Polonnaruwa,LONG BEANS,3
2022,Polonnaruwa,LUFFA,2
2022,Polonnaruwa,MANIOC,0
2022,Polonnaruwa,MUKUNUWENNA,0
2022,Polonnaruwa,PUMPKIN,1
2022,Polonnaruwa,RADDISH,2
2022,Polonnaruwa,SNAKE GOURD,4
2022,Polonnaruwa,SWEET POTATOES,0
2022,Polonnaruwa,TOMATOES,0
2022,Puttalam,ASH PLANTAINS,0
2022,Puttalam,BEETROOT,0
2022,Puttalam,BITTER GOURD,0
2022,Puttalam,BRINJALS,0
2022,Puttalam,CABBAGE,1
2022,Puttalam,CAPSICUM,0
2022,Puttalam,CARROT,0
2022,Puttalam,CUCUMBER,0
2022,Puttalam,DRUMSTIC,28
2022,Puttalam,GOTUKOLA,0
2022,Puttalam,GREEN BEANS,0
2022,Puttalam,GREEN CHILLIES,0
2022,Puttalam,KANKUN,0
2022,Puttalam,KNOL-KHOL,45
2022,Puttalam,LADIES FINGERS,0
2022,Puttalam,LEEKS,0
2022,Puttalam,LIME,1
2022,Puttalam,LONG BEANS,0
2022,Puttalam,LUFFA,0
2022,Puttalam,MANIOC,0
2022,Puttalam,MUKUNUWENNA,0
2022,Puttalam,PUMPKIN,0
2022,Puttalam,RADDISH,0
2022,Puttalam,SNAKE GOURD,0
2022,Puttalam,SWEET POTATOES,0
2022,Puttalam,TOMATOES,1
2022,Rathnapura,ASH PLANTAINS,7
2022,Rathnapura,BEETROOT,9
2022,Rathnapura,BITTER GOURD,11
2022,Rathnapura,BRINJALS,2
2022,Rathnapura,CABBAGE,2
2022,Rathnapura,CAPSICUM,6
2022,Rathnapura,CARROT,2
2022,Rathnapura,CUCUMBER,2
2022,Rathnapura,DRUMSTIC,33
2022,Rathnapura,GOTUKOLA,2
2022,Rathnapura,GREEN BEANS,2
2022,Rathnapura,GREEN CHILLIES,4
2022,Rathnapura,KANKUN,2
2022,Rathnapura,KNOL-KHOL,27
2022,Rathnapura,LADIES FINGERS,3
2022,Rathnapura,LEEKS,2
2022,Rathnapura,LIME,4
2022,Rathnapura,LONG BEANS,6
2022,Rathnapura,LUFFA,5
2022,Rathnapura,MANIOC,8
2022,Rathnapura,MUKUNUWENNA,2
2022,Rathnapura,PUMPKIN,9
2022,Rathnapura,RADDISH,7
2022,Rathnapura,SNAKE GOURD,4
2022,Rathnapura,SWEET POTATOES,9
2022,Rathnapura,TOMATOES,2
2022,Thambuththegama,ASH PLANTAINS,0
2022,Thambuththegama,BEETROOT,0
2022,Thambuththegama,BITTER GOURD,0
2022,Thambuththegama,BRINJALS,0
2022,Thambuththegama,CABBAGE,0
2022,Thambuththegama,CAPSICUM,0
2022,Thambuththegama,CARROT,0
2022,Thambuththegama,CUCUMBER,0
2022,Thambuththegama,DRUMSTIC,37
2022,Thambuththegama,GOTUKOLA,16
2022,Thambuththegama,GREEN BEANS,0
2022,Thambuththegama,GREEN CHILLIES,0
2022,Thambuththegama,KANKUN,0
2022,Thambuththegama,KNOL-KHOL,16
2022,Thambuththegama,LADIES FINGERS,0
2022,Thambuththegama,LEEKS,0
2022,Thambuththegama,LIME,16
2022,Thambuththegama,LONG BEANS,0
2022,Thambuththegama,LUFFA,0
2022,Thambuththegama,MANIOC,12
2022,Thambuththegama,MUKUNUWENNA,0
2022,Thambuththegama,PUMPKIN,0
2022,Thambuththegama,RADDISH,0
2022,Thambuththegama,SNAKE GOURD,2
2022,Thambuththegama,SWEET POTATOES,2
2022,Thambuththegama,TOMATOES,0
2022,Tissamaharama,ASH PLANTAINS,7
2022,Tissamaharama,BEETROOT,8
2022,Tissamaharama,BITTER GOURD,7
2022,Tissamaharama,BRINJALS,7
2022,Tissamaharama,CABBAGE,7
2022,Tissamaharama,CAPSICUM,7
2022,Tissamaharama,CARROT,7
2022,Tissamaharama,CUCUMBER,7
2022,Tissamaharama,DRUMSTIC,19
2022,Tissamaharama,GOTUKOLA,7
2022,Tissamaharama,GREEN BEANS,7
2022,Tissamaharama,GREEN CHILLIES,7
2022,Tissamaharama,KANKUN,7
2022,Tissamaharama,KNOL-KHOL,9
2022,Tissamaharama,LADIES FINGERS,7
2022,Tissamaharama,LEEKS,7
2022,Tissamaharama,LIME,8
2022,Tissamaharama,LONG BEANS,7
2022,Tissamaharama,LUFFA,8
2022,Tissamaharama,MANIOC,7
2022,Tissamaharama,MUKUNUWENNA,7
2022,Tissamaharama,PUMPKIN,7
2022,Tissamaharama,RADDISH,8
2022,Tissamaharama,SNAKE GOURD,10
2022,Tissamaharama,SWEET POTATOES,7
2022,Tissamaharama,TOMATOES,8
2022,Trincomalee,ASH PLANTAINS,10
2022,Trincomalee,BEETROOT,13
2022,Trincomalee,BITTER GOURD,12
2022,Trincomalee,BRINJALS,14
2022,Trincomalee,CABBAGE,10
2022,Trincomalee,CAPSICUM,23
2022,Trincomalee,CARROT,9
2022,Trincomalee,CUCUMBER,10
2022,Trincomalee,DRUMSTIC,26
2022,Trincomalee,GOTUKOLA,10
2022,Trincomalee,GREEN BEANS,13
2022,Trincomalee,GREEN CHILLIES,12
2022,Trincomalee,KANKUN,10
2022,Trincomalee,KNOL-KHOL,27
2022,Trincomalee,LADIES FINGERS,10
2022,Trincomalee,LEEKS,9
2022,Trincomalee,LIME,11
2022,Trincomalee,LONG BEANS,10
2022,Trincomalee,LUFFA,16
2022,Trincomalee,MANIOC,16
2022,Trincomalee,MUKUNUWENNA,10
2022,Trincomalee,PUMPKIN,10
2022,Trincomalee,RADDISH,12
2022,Trincomalee,SNAKE GOURD,10
2022,Trincomalee,SWEET POTATOES,14
2022,Trincomalee,TOMATOES,12
2022,Vavuniya,ASH PLANTAINS,8
2022,Vavuniya,BEETROOT,8
2022,Vavuniya,BITTER GOURD,10
2022,Vavuniya,BRINJALS,10
2022,Vavuniya,CABBAGE,8
2022,Vavuniya,CAPSICUM,12
2022,Vavuniya,CARROT,8
2022,Vavuniya,CUCUMBER,12
2022,Vavuniya,DRUMSTIC,20
2022,Vavuniya,GOTUKOLA,23
2022,Vavuniya,GREEN BEANS,11
2022,Vavuniya,GREEN CHILLIES,11
2022,Vavuniya,KANKUN,8
2022,Vavuniya,KNOL-KHOL,41
2022,Vavuniya,LADIES FINGERS,9
2022,Vavuniya,LEEKS,8
2022,Vavuniya,LIME,10
2022,Vavuniya,LONG BEANS,10
2022,Vavuniya,LUFFA,13
2022,Vavuniya,MANIOC,12
2022,Vavuniya,MUKUNUWENNA,8
2022,Vavuniya,PUMPKIN,10
2022,Vavuniya,RADDISH,9
2022,Vavuniya,SNAKE GOURD,8
2022,Vavuniya,SWEET POTATOES,9
2022,Vavuniya,TOMATOES,10
2022,Veyangoda,ASH PLANTAINS,8
2022,Veyangoda,BEETROOT,8
2022,Veyangoda,BITTER GOURD,8
2022,Veyangoda,BRINJALS,8
2022,Veyangoda,CABBAGE,8
2022,Veyangoda,CAPSICUM,8
2022,Veyangoda,CARROT,8
2022,Veyangoda,CUCUMBER,8
2022,Veyangoda,DRUMSTIC,31
2022,Veyangoda,GOTUKOLA,8
2022,Veyangoda,GREEN BEANS,8
2022,Veyangoda,GREEN CHILLIES,8
2022,Veyangoda,KANKUN,8
2022,Veyangoda,KNOL-KHOL,8
2022,Veyangoda,LADIES FINGERS,8
2022,Veyangoda,LEEKS,8
2022,Veyangoda,LIME,8
2022,Veyangoda,LONG BEANS,8
2022,Veyangoda,LUFFA,8
2022,Veyangoda,MANIOC,8
2022,Veyangoda,MUKUNUWENNA,8
2022,Veyangoda,PUMPKIN,8
2022,Veyangoda,RADDISH,8
2022,Veyangoda,SNAKE GOURD,8
2022,Veyangoda,SWEET POTATOES,8
2022,Veyangoda,TOMATOES,8
2023,Ampara,ASH PLANTAINS,3
2023,Ampara,BEETROOT,4
2023,Ampara,BITTER GOURD,6
2023,Ampara,BRINJALS,1
2023,Ampara,CABBAGE,1
2023,Ampara,CAPSICUM,1
2023,Ampara,CARROT,1
2023,Ampara,CUCUMBER,1
2023,Ampara,DRUMSTIC,35
2023,Ampara,GOTUKOLA,1
2023,Ampara,GREEN BEANS,1
2023,Ampara,GREEN CHILLIES,1
2023,Ampara,KANKUN,1
2023,Ampara,KNOL-KHOL,24
2023,Ampara,LADIES FINGERS,2
2023,Ampara,LEEKS,1
2023,Ampara,LIME,4
2023,Ampara,LONG BEANS,1
2023,Ampara,LUFFA,2
2023,Ampara,MANIOC,7
2023,Ampara,MUKUNUWENNA,1
2023,Ampara,PUMPKIN,1
2023,Ampara,RADDISH,6
2023,Ampara,SNAKE GOURD,3
2023,Ampara,SWEET POTATOES,1
2023,Ampara,TOMATOES,1
2023,Anuradhapura,ASH PLANTAINS,0
2023,Anuradhapura,BEETROOT,0
2023,Anuradhapura,BITTER GOURD,0
2023,Anuradhapura,BRINJALS,0
2023,Anuradhapura,CABBAGE,0
2023,Anuradhapura,CAPSICUM,0
2023,Anuradhapura,CARROT,0
2023,Anuradhapura,CUCUMBER,0
2023,Anuradhapura,DRUMSTIC,31
2023,Anuradhapura,GOTUKOLA,0
2023,Anuradhapura,GREEN BEANS,0
2023,Anuradhapura,GREEN CHILLIES,0
2023,Anuradhapura,KANKUN,0
2023,Anuradhapura,KNOL-KHOL,19
2023,Anuradhapura,LADIES FINGERS,0
2023,Anuradhapura,LEEKS,0
2023,Anuradhapura,LIME,0
2023,Anuradhapura,LONG BEANS,0
2023,Anuradhapura,LUFFA,0
2023,Anuradhapura,MANIOC,0
2023,Anuradhapura,MUKUNUWENNA,0
2023,Anuradhapura,PUMPKIN,0
2023,Anuradhapura,RADDISH,0
2023,Anuradhapura,SNAKE GOURD,0
2023,Anuradhapura,SWEET POTATOES,0
2023,Anuradhapura,TOMATOES,0
2023,Badulla,ASH PLANTAINS,0
2023,Badulla,BEETROOT,0
2023,Badulla,BITTER GOURD,0
2023,Badulla,BRINJALS,0
2023,Badulla,CABBAGE,0
2023,Badulla,CAPSICUM,0
2023,Badulla,CARROT,0
2023,Badulla,CUCUMBER,0
2023,Badulla,DRUMSTIC,36
2023,Badulla,GOTUKOLA,0
2023,Badulla,GREEN BEANS,0
2023,Badulla,GREEN CHILLIES,0
2023,Badulla,KANKUN,0
2023,Badulla,KNOL-KHOL,0
2023,Badulla,LADIES FINGERS,0
2023,Badulla,LEEKS,0
2023,Badulla,LIME,0
2023,Badulla,LONG BEANS,0
2023,Badulla,LUFFA,0
2023,Badulla,MANIOC,0
2023,Badulla,MUKUNUWENNA,0
2023,Badulla,PUMPKIN,0
2023,Badulla,RADDISH,0
2023,Badulla,SNAKE GOURD,0
2023,Badulla,SWEET POTATOES,0
2023,Badulla,TOMATOES,0
2023,Bandarawela,ASH PLANTAINS,11
2023,Bandarawela,BEETROOT,11
2023,Bandarawela,BITTER GOURD,11
2023,Bandarawela,BRINJALS,11
2023,Bandarawela,CABBAGE,11
2023,Bandarawela,CAPSICUM,11
2023,Bandarawela,CARROT,11
2023,Bandarawela,CUCUMBER,11
2023,Bandarawela,DRUMSTIC,38
2023,Bandarawela,GOTUKOLA,11
2023,Bandarawela,GREEN BEANS,11
2023,Bandarawela,GREEN CHILLIES,11
2023,Bandarawela,KANKUN,11
2023,Bandarawela,KNOL-KHOL,11
2023,Bandarawela,LADIES FINGERS,11
2023,Bandarawela,LEEKS,11
2023,Bandarawela,LIME,11
2023,Bandarawela,LONG BEANS,11
2023,Bandarawela,LUFFA,11
2023,Bandarawela,MANIOC,11
2023,Bandarawela,MUKUNUWENNA,11
2023,Bandarawela,PUMPKIN,11
2023,Bandarawela,RADDISH,11
2023,Bandarawela,SNAKE GOURD,11
2023,Bandarawela,SWEET POTATOES,11
2023,Bandarawela,TOMATOES,11
2023,Batticaloa,ASH PLANTAINS,1
2023,Batticaloa,BEETROOT,1
2023,Batticaloa,BITTER GOURD,1
2023,Batticaloa,BRINJALS,1
2023,Batticaloa,CABBAGE,1
2023,Batticaloa,CAPSICUM,1
2023,Batticaloa,CARROT,1
2023,Batticaloa,CUCUMBER,4
2023,Batticaloa,DRUMSTIC,19
2023,Batticaloa,GOTUKOLA,2
2023,Batticaloa,GREEN BEANS,1
2023,Batticaloa,GREEN CHILLIES,1
2023,Batticaloa,KANKUN,8
2023,Batticaloa,KNOL-KHOL,3
2023,Batticaloa,LADIES FINGERS,1
2023,Batticaloa,LEEKS,1
2023,Batticaloa,LIME,1
2023,Batticaloa,LONG BEANS,1
2023,Batticaloa,LUFFA,3
2023,Batticaloa,MANIOC,1
2023,Batticaloa,MUKUNUWENNA,3
2023,Batticaloa,PUMPKIN,1
2023,Batticaloa,RADDISH,3
2023,Batticaloa,SNAKE GOURD,1
2023,Batticaloa,SWEET POTATOES,1
2023,Batticaloa,TOMATOES,1
2023,Colombo,ASH PLANTAINS,0
2023,Colombo,BEETROOT,0
2023,Colombo,BITTER GOURD,0
2023,Colombo,BRINJALS,0
2023,Colombo,CABBAGE,0
2023,Colombo,CAPSICUM,0
2023,Colombo,CARROT,0
2023,Colombo,CUCUMBER,0
2023,Colombo,DRUMSTIC,19
2023,Colombo,GOTUKOLA,0
2023,Colombo,GREEN BEANS,0
2023,Colombo,GREEN CHILLIES,0
2023,Colombo,KANKUN,0
2023,Colombo,KNOL-KHOL,0
2023,Colombo,LADIES FINGERS,0
2023,Colombo,LEEKS,0
2023,Colombo,LIME,0
2023,Colombo,LONG BEANS,0
2023,Colombo,LUFFA,0
2023,Colombo,MANIOC,0
2023,Colombo,MUKUNUWENNA,0
2023,Colombo,PUMPKIN,0
2023,Colombo,RADDISH,0
2023,Colombo,SNAKE GOURD,0
2023,Colombo,SWEET POTATOES,0
2023,Colombo,TOMATOES,0
2023,Dambulla,ASH PLANTAINS,0
2023,Dambulla,BEETROOT,0
2023,Dambulla,BITTER GOURD,0
2023,Dambulla,BRINJALS,0
2023,Dambulla,CABBAGE,0
2023,Dambulla,CAPSICUM,0
2023,Dambulla,CARROT,0
2023,Dambulla,CUCUMBER,0
2023,Dambulla,DRUMSTIC,24
2023,Dambulla,GOTUKOLA,0
2023,Dambulla,GREEN BEANS,0
2023,Dambulla,GREEN CHILLIES,0
2023,Dambulla,KANKUN,0
2023,Dambulla,KNOL-KHOL,1
2023,Dambulla,LADIES FINGERS,0
2023,Dambulla,LEEKS,0
2023,Dambulla,LIME,0
2023,Dambulla,LONG BEANS,0
2023,Dambulla,LUFFA,0
2023,Dambulla,MANIOC,0
2023,Dambulla,MUKUNUWENNA,0
2023,Dambulla,PUMPKIN,0
2023,Dambulla,RADDISH,0
2023,Dambulla,SNAKE GOURD,0
2023,Dambulla,SWEET POTATOES,0
2023,Dambulla,TOMATOES,0
2023,Dehiattakandiya,ASH PLANTAINS,0
2023,Dehiattakandiya,BEETROOT,5
2023,Dehiattakandiya,BITTER GOURD,0
2023,Dehiattakandiya,BRINJALS,0
2023,Dehiattakandiya,CABBAGE,0
2023,Dehiattakandiya,CAPSICUM,0
2023,Dehiattakandiya,CARROT,0
2023,Dehiattakandiya,CUCUMBER,0
2023,Dehiattakandiya,DRUMSTIC,30
2023,Dehiattakandiya,GOTUKOLA,0
2023,Dehiattakandiya,GREEN BEANS,0
2023,Dehiattakandiya,GREEN CHILLIES,0
2023,Dehiattakandiya,KANKUN,0
2023,Dehiattakandiya,KNOL-KHOL,9
2023,Dehiattakandiya,LADIES FINGERS,0
2023,Dehiattakandiya,LEEKS,0
2023,Dehiattakandiya,LIME,5
2023,Dehiattakandiya,LONG BEANS,0
2023,Dehiattakandiya,LUFFA,0
2023,Dehiattakandiya,MANIOC,3
2023,Dehiattakandiya,MUKUNUWENNA,0
2023,Dehiattakandiya,PUMPKIN,0
2023,Dehiattakandiya,RADDISH,2
2023,Dehiattakandiya,SNAKE GOURD,0
2023,Dehiattakandiya,SWEET POTATOES,0
2023,Dehiattakandiya,TOMATOES,0
2023,Embilipitiya,ASH PLANTAINS,0
2023,Embilipitiya,BEETROOT,2
2023,Embilipitiya,BITTER GOURD,0
2023,Embilipitiya,BRINJALS,1
2023,Embilipitiya,CABBAGE,0
2023,Embilipitiya,CAPSICUM,0
2023,Embilipitiya,CARROT,0
2023,Embilipitiya,CUCUMBER,0
2023,Embilipitiya,DRUMSTIC,22
2023,Embilipitiya,GOTUKOLA,0
2023,Embilipitiya,GREEN BEANS,0
2023,Embilipitiya,GREEN CHILLIES,0
2023,Embilipitiya,KANKUN,0
2023,Embilipitiya,KNOL-KHOL,3
2023,Embilipitiya,LADIES FINGERS,0
2023,Embilipitiya,LEEKS,1
2023,Embilipitiya,LIME,0
2023,Embilipitiya,LONG BEANS,1
2023,Embilipitiya,LUFFA,0
2023,Embilipitiya,MANIOC,0
2023,Embilipitiya,MUKUNUWENNA,0
2023,Embilipitiya,PUMPKIN,0
2023,Embilipitiya,RADDISH,0
2023,Embilipitiya,SNAKE GOURD,0
2023,Embilipitiya,SWEET POTATOES,0
2023,Embilipitiya,TOMATOES,0
2023,Galenbindunuwewa,ASH PLANTAINS,16
2023,Galenbindunuwewa,BEETROOT,1
2023,Galenbindunuwewa,BITTER GOURD,0
2023,Galenbindunuwewa,BRINJALS,1
2023,Galenbindunuwewa,CABBAGE,0
2023,Galenbindunuwewa,CAPSICUM,0
2023,Galenbindunuwewa,CARROT,0
2023,Galenbindunuwewa,CUCUMBER,0
2023,Galenbindunuwewa,DRUMSTIC,36
2023,Galenbindunuwewa,GOTUKOLA,21
2023,Galenbindunuwewa,GREEN BEANS,0
2023,Galenbindunuwewa,GREEN CHILLIES,0
2023,Galenbindunuwewa,KANKUN,0
2023,Galenbindunuwewa,KNOL-KHOL,20
2023,Galenbindunuwewa,LADIES FINGERS,0
2023,Galenbindunuwewa,LEEKS,0
2023,Galenbindunuwewa,LIME,21
2023,Galenbindunuwewa,LONG BEANS,0
2023,Galenbindunuwewa,LUFFA,0
2023,Galenbindunuwewa,MANIOC,23
2023,Galenbindunuwewa,MUKUNUWENNA,0
2023,Galenbindunuwewa,PUMPKIN,0
2023,Galenbindunuwewa,RADDISH,0
2023,Galenbindunuwewa,SNAKE GOURD,0
2023,Galenbindunuwewa,SWEET POTATOES,1
2023,Galenbindunuwewa,TOMATOES,0
2023,Galle,ASH PLANTAINS,1
2023,Galle,BEETROOT,1
2023,Galle,BITTER GOURD,4
2023,Galle,BRINJALS,1
2023,Galle,CABBAGE,1
2023,Galle,CAPSICUM,1
2023,Galle,CARROT,1
2023,Galle,CUCUMBER,1
2023,Galle,DRUMSTIC,30
2023,Galle,GOTUKOLA,1
2023,Galle,GREEN BEANS,1
2023,Galle,GREEN CHILLIES,1
2023,Galle,KANKUN,4
2023,Galle,KNOL-KHOL,19
2023,Galle,LADIES FINGERS,1
2023,Galle,LEEKS,1
2023,Galle,LIME,1
2023,Galle,LONG BEANS,2
2023,Galle,LUFFA,1
2023,Galle,MANIOC,2
2023,Galle,MUKUNUWENNA,1
2023,Galle,PUMPKIN,1
2023,Galle,RADDISH,6
